areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage
E06000023,"Bristol, City of",ltla,2021-10-10,12_15,21429.0,35.0,0.0,1195.0,1.0,35.0,0.0,5.6,0.2,0.2
E06000023,"Bristol, City of",ltla,2021-10-10,16_17,10246.0,1742.0,10.0,5517.0,6.0,1742.0,10.0,53.8,17.0,17.0
E06000023,"Bristol, City of",ltla,2021-10-10,18_24,64118.0,36891.0,41.0,44032.0,7.0,36891.0,41.0,68.7,57.5,57.5
E06000023,"Bristol, City of",ltla,2021-10-10,25_29,53733.0,31974.0,23.0,36244.0,12.0,31974.0,23.0,67.5,59.5,59.5
E06000023,"Bristol, City of",ltla,2021-10-10,30_34,53347.0,33455.0,26.0,37011.0,5.0,33455.0,26.0,69.4,62.7,62.7
E06000023,"Bristol, City of",ltla,2021-10-10,35_39,46028.0,30149.0,19.0,32750.0,3.0,30149.0,19.0,71.2,65.5,65.5
E06000023,"Bristol, City of",ltla,2021-10-10,40_44,37477.0,26360.0,12.0,27997.0,3.0,26360.0,12.0,74.7,70.3,70.3
E06000023,"Bristol, City of",ltla,2021-10-10,45_49,31558.0,23840.0,3.0,25087.0,3.0,23840.0,3.0,79.5,75.5,75.5
E06000023,"Bristol, City of",ltla,2021-10-10,50_54,29502.0,23953.0,5.0,24822.0,0.0,23953.0,5.0,84.1,81.2,81.2
E06000023,"Bristol, City of",ltla,2021-10-10,55_59,27535.0,23117.0,4.0,23864.0,1.0,23117.0,4.0,86.7,84.0,84.0
E06000023,"Bristol, City of",ltla,2021-10-10,60_64,22133.0,19121.0,0.0,19727.0,0.0,19121.0,0.0,89.1,86.4,86.4
E06000023,"Bristol, City of",ltla,2021-10-10,65_69,17964.0,16100.0,0.0,16378.0,1.0,16100.0,0.0,91.2,89.6,89.6
E06000023,"Bristol, City of",ltla,2021-10-10,70_74,16541.0,15307.0,0.0,15474.0,0.0,15307.0,0.0,93.5,92.5,92.5
E06000023,"Bristol, City of",ltla,2021-10-10,75_79,11597.0,10850.0,0.0,10952.0,0.0,10850.0,0.0,94.4,93.6,93.6
E06000023,"Bristol, City of",ltla,2021-10-10,80_84,8170.0,7721.0,1.0,7782.0,0.0,7721.0,1.0,95.3,94.5,94.5
E06000023,"Bristol, City of",ltla,2021-10-10,85_89,5082.0,4790.0,0.0,4843.0,0.0,4790.0,0.0,95.3,94.3,94.3
E06000023,"Bristol, City of",ltla,2021-10-10,90+,2911.0,2743.0,0.0,2774.0,0.0,2743.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-09,12_15,21429.0,35.0,4.0,1194.0,16.0,35.0,4.0,5.6,0.2,0.2
E06000023,"Bristol, City of",ltla,2021-10-09,16_17,10246.0,1732.0,34.0,5511.0,33.0,1732.0,34.0,53.8,16.9,16.9
E06000023,"Bristol, City of",ltla,2021-10-09,18_24,64118.0,36850.0,114.0,44025.0,41.0,36850.0,114.0,68.7,57.5,57.5
E06000023,"Bristol, City of",ltla,2021-10-09,25_29,53733.0,31951.0,64.0,36232.0,21.0,31951.0,64.0,67.4,59.5,59.5
E06000023,"Bristol, City of",ltla,2021-10-09,30_34,53347.0,33429.0,48.0,37006.0,18.0,33429.0,48.0,69.4,62.7,62.7
E06000023,"Bristol, City of",ltla,2021-10-09,35_39,46028.0,30130.0,28.0,32747.0,12.0,30130.0,28.0,71.1,65.5,65.5
E06000023,"Bristol, City of",ltla,2021-10-09,40_44,37477.0,26348.0,12.0,27994.0,8.0,26348.0,12.0,74.7,70.3,70.3
E06000023,"Bristol, City of",ltla,2021-10-09,45_49,31558.0,23837.0,10.0,25084.0,4.0,23837.0,10.0,79.5,75.5,75.5
E06000023,"Bristol, City of",ltla,2021-10-09,50_54,29502.0,23948.0,8.0,24822.0,3.0,23948.0,8.0,84.1,81.2,81.2
E06000023,"Bristol, City of",ltla,2021-10-09,55_59,27535.0,23113.0,2.0,23863.0,1.0,23113.0,2.0,86.7,83.9,83.9
E06000023,"Bristol, City of",ltla,2021-10-09,60_64,22133.0,19121.0,5.0,19727.0,1.0,19121.0,5.0,89.1,86.4,86.4
E06000023,"Bristol, City of",ltla,2021-10-09,65_69,17964.0,16100.0,3.0,16377.0,0.0,16100.0,3.0,91.2,89.6,89.6
E06000023,"Bristol, City of",ltla,2021-10-09,70_74,16541.0,15307.0,0.0,15474.0,1.0,15307.0,0.0,93.5,92.5,92.5
E06000023,"Bristol, City of",ltla,2021-10-09,75_79,11597.0,10850.0,1.0,10952.0,0.0,10850.0,1.0,94.4,93.6,93.6
E06000023,"Bristol, City of",ltla,2021-10-09,80_84,8170.0,7720.0,1.0,7782.0,0.0,7720.0,1.0,95.3,94.5,94.5
E06000023,"Bristol, City of",ltla,2021-10-09,85_89,5082.0,4790.0,3.0,4843.0,0.0,4790.0,3.0,95.3,94.3,94.3
E06000023,"Bristol, City of",ltla,2021-10-09,90+,2911.0,2743.0,0.0,2774.0,0.0,2743.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-08,12_15,21429.0,31.0,0.0,1178.0,11.0,31.0,0.0,5.5,0.1,0.1
E06000023,"Bristol, City of",ltla,2021-10-08,16_17,10246.0,1698.0,23.0,5478.0,27.0,1698.0,23.0,53.5,16.6,16.6
E06000023,"Bristol, City of",ltla,2021-10-08,18_24,64118.0,36736.0,110.0,43984.0,59.0,36736.0,110.0,68.6,57.3,57.3
E06000023,"Bristol, City of",ltla,2021-10-08,25_29,53733.0,31887.0,75.0,36211.0,23.0,31887.0,75.0,67.4,59.3,59.3
E06000023,"Bristol, City of",ltla,2021-10-08,30_34,53347.0,33381.0,51.0,36988.0,17.0,33381.0,51.0,69.3,62.6,62.6
E06000023,"Bristol, City of",ltla,2021-10-08,35_39,46028.0,30102.0,35.0,32735.0,18.0,30102.0,35.0,71.1,65.4,65.4
E06000023,"Bristol, City of",ltla,2021-10-08,40_44,37477.0,26336.0,15.0,27986.0,13.0,26336.0,15.0,74.7,70.3,70.3
E06000023,"Bristol, City of",ltla,2021-10-08,45_49,31558.0,23827.0,7.0,25080.0,8.0,23827.0,7.0,79.5,75.5,75.5
E06000023,"Bristol, City of",ltla,2021-10-08,50_54,29502.0,23940.0,9.0,24819.0,3.0,23940.0,9.0,84.1,81.1,81.1
E06000023,"Bristol, City of",ltla,2021-10-08,55_59,27535.0,23111.0,4.0,23862.0,1.0,23111.0,4.0,86.7,83.9,83.9
E06000023,"Bristol, City of",ltla,2021-10-08,60_64,22133.0,19116.0,1.0,19726.0,0.0,19116.0,1.0,89.1,86.4,86.4
E06000023,"Bristol, City of",ltla,2021-10-08,65_69,17964.0,16097.0,2.0,16377.0,0.0,16097.0,2.0,91.2,89.6,89.6
E06000023,"Bristol, City of",ltla,2021-10-08,70_74,16541.0,15307.0,0.0,15473.0,0.0,15307.0,0.0,93.5,92.5,92.5
E06000023,"Bristol, City of",ltla,2021-10-08,75_79,11597.0,10849.0,0.0,10952.0,0.0,10849.0,0.0,94.4,93.6,93.6
E06000023,"Bristol, City of",ltla,2021-10-08,80_84,8170.0,7719.0,1.0,7782.0,0.0,7719.0,1.0,95.3,94.5,94.5
E06000023,"Bristol, City of",ltla,2021-10-08,85_89,5082.0,4787.0,0.0,4843.0,0.0,4787.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-08,90+,2911.0,2743.0,0.0,2774.0,0.0,2743.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-07,12_15,21429.0,31.0,1.0,1167.0,3.0,31.0,1.0,5.4,0.1,0.1
E06000023,"Bristol, City of",ltla,2021-10-07,16_17,10246.0,1675.0,12.0,5451.0,4.0,1675.0,12.0,53.2,16.3,16.3
E06000023,"Bristol, City of",ltla,2021-10-07,18_24,64118.0,36626.0,58.0,43925.0,22.0,36626.0,58.0,68.5,57.1,57.1
E06000023,"Bristol, City of",ltla,2021-10-07,25_29,53733.0,31812.0,47.0,36188.0,16.0,31812.0,47.0,67.3,59.2,59.2
E06000023,"Bristol, City of",ltla,2021-10-07,30_34,53347.0,33330.0,30.0,36971.0,13.0,33330.0,30.0,69.3,62.5,62.5
E06000023,"Bristol, City of",ltla,2021-10-07,35_39,46028.0,30067.0,19.0,32717.0,7.0,30067.0,19.0,71.1,65.3,65.3
E06000023,"Bristol, City of",ltla,2021-10-07,40_44,37477.0,26321.0,9.0,27973.0,6.0,26321.0,9.0,74.6,70.2,70.2
E06000023,"Bristol, City of",ltla,2021-10-07,45_49,31558.0,23820.0,2.0,25072.0,6.0,23820.0,2.0,79.4,75.5,75.5
E06000023,"Bristol, City of",ltla,2021-10-07,50_54,29502.0,23931.0,6.0,24816.0,0.0,23931.0,6.0,84.1,81.1,81.1
E06000023,"Bristol, City of",ltla,2021-10-07,55_59,27535.0,23107.0,1.0,23861.0,1.0,23107.0,1.0,86.7,83.9,83.9
E06000023,"Bristol, City of",ltla,2021-10-07,60_64,22133.0,19115.0,0.0,19726.0,0.0,19115.0,0.0,89.1,86.4,86.4
E06000023,"Bristol, City of",ltla,2021-10-07,65_69,17964.0,16095.0,0.0,16377.0,0.0,16095.0,0.0,91.2,89.6,89.6
E06000023,"Bristol, City of",ltla,2021-10-07,70_74,16541.0,15307.0,1.0,15473.0,1.0,15307.0,1.0,93.5,92.5,92.5
E06000023,"Bristol, City of",ltla,2021-10-07,75_79,11597.0,10849.0,0.0,10952.0,0.0,10849.0,0.0,94.4,93.6,93.6
E06000023,"Bristol, City of",ltla,2021-10-07,80_84,8170.0,7718.0,0.0,7782.0,0.0,7718.0,0.0,95.3,94.5,94.5
E06000023,"Bristol, City of",ltla,2021-10-07,85_89,5082.0,4787.0,0.0,4843.0,0.0,4787.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-07,90+,2911.0,2743.0,1.0,2774.0,1.0,2743.0,1.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-06,12_15,21429.0,30.0,0.0,1164.0,6.0,30.0,0.0,5.4,0.1,0.1
E06000023,"Bristol, City of",ltla,2021-10-06,16_17,10246.0,1663.0,9.0,5447.0,15.0,1663.0,9.0,53.2,16.2,16.2
E06000023,"Bristol, City of",ltla,2021-10-06,18_24,64118.0,36568.0,157.0,43903.0,40.0,36568.0,157.0,68.5,57.0,57.0
E06000023,"Bristol, City of",ltla,2021-10-06,25_29,53733.0,31765.0,94.0,36172.0,37.0,31765.0,94.0,67.3,59.1,59.1
E06000023,"Bristol, City of",ltla,2021-10-06,30_34,53347.0,33300.0,69.0,36958.0,19.0,33300.0,69.0,69.3,62.4,62.4
E06000023,"Bristol, City of",ltla,2021-10-06,35_39,46028.0,30048.0,59.0,32710.0,11.0,30048.0,59.0,71.1,65.3,65.3
E06000023,"Bristol, City of",ltla,2021-10-06,40_44,37477.0,26312.0,24.0,27967.0,7.0,26312.0,24.0,74.6,70.2,70.2
E06000023,"Bristol, City of",ltla,2021-10-06,45_49,31558.0,23818.0,24.0,25066.0,7.0,23818.0,24.0,79.4,75.5,75.5
E06000023,"Bristol, City of",ltla,2021-10-06,50_54,29502.0,23925.0,11.0,24816.0,3.0,23925.0,11.0,84.1,81.1,81.1
E06000023,"Bristol, City of",ltla,2021-10-06,55_59,27535.0,23106.0,6.0,23860.0,1.0,23106.0,6.0,86.7,83.9,83.9
E06000023,"Bristol, City of",ltla,2021-10-06,60_64,22133.0,19115.0,4.0,19726.0,2.0,19115.0,4.0,89.1,86.4,86.4
E06000023,"Bristol, City of",ltla,2021-10-06,65_69,17964.0,16095.0,3.0,16377.0,0.0,16095.0,3.0,91.2,89.6,89.6
E06000023,"Bristol, City of",ltla,2021-10-06,70_74,16541.0,15306.0,0.0,15472.0,0.0,15306.0,0.0,93.5,92.5,92.5
E06000023,"Bristol, City of",ltla,2021-10-06,75_79,11597.0,10849.0,1.0,10952.0,0.0,10849.0,1.0,94.4,93.6,93.6
E06000023,"Bristol, City of",ltla,2021-10-06,80_84,8170.0,7718.0,4.0,7782.0,0.0,7718.0,4.0,95.3,94.5,94.5
E06000023,"Bristol, City of",ltla,2021-10-06,85_89,5082.0,4787.0,0.0,4843.0,0.0,4787.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-06,90+,2911.0,2742.0,0.0,2773.0,0.0,2742.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-05,12_15,21429.0,30.0,0.0,1158.0,3.0,30.0,0.0,5.4,0.1,0.1
E06000023,"Bristol, City of",ltla,2021-10-05,16_17,10246.0,1654.0,8.0,5432.0,15.0,1654.0,8.0,53.0,16.1,16.1
E06000023,"Bristol, City of",ltla,2021-10-05,18_24,64118.0,36411.0,96.0,43863.0,24.0,36411.0,96.0,68.4,56.8,56.8
E06000023,"Bristol, City of",ltla,2021-10-05,25_29,53733.0,31671.0,48.0,36135.0,13.0,31671.0,48.0,67.2,58.9,58.9
E06000023,"Bristol, City of",ltla,2021-10-05,30_34,53347.0,33231.0,47.0,36939.0,16.0,33231.0,47.0,69.2,62.3,62.3
E06000023,"Bristol, City of",ltla,2021-10-05,35_39,46028.0,29989.0,41.0,32699.0,9.0,29989.0,41.0,71.0,65.2,65.2
E06000023,"Bristol, City of",ltla,2021-10-05,40_44,37477.0,26288.0,16.0,27960.0,8.0,26288.0,16.0,74.6,70.1,70.1
E06000023,"Bristol, City of",ltla,2021-10-05,45_49,31558.0,23794.0,12.0,25059.0,2.0,23794.0,12.0,79.4,75.4,75.4
E06000023,"Bristol, City of",ltla,2021-10-05,50_54,29502.0,23914.0,0.0,24813.0,2.0,23914.0,0.0,84.1,81.1,81.1
E06000023,"Bristol, City of",ltla,2021-10-05,55_59,27535.0,23100.0,4.0,23859.0,2.0,23100.0,4.0,86.6,83.9,83.9
E06000023,"Bristol, City of",ltla,2021-10-05,60_64,22133.0,19111.0,2.0,19724.0,2.0,19111.0,2.0,89.1,86.3,86.3
E06000023,"Bristol, City of",ltla,2021-10-05,65_69,17964.0,16092.0,1.0,16377.0,0.0,16092.0,1.0,91.2,89.6,89.6
E06000023,"Bristol, City of",ltla,2021-10-05,70_74,16541.0,15306.0,2.0,15472.0,0.0,15306.0,2.0,93.5,92.5,92.5
E06000023,"Bristol, City of",ltla,2021-10-05,75_79,11597.0,10848.0,1.0,10952.0,0.0,10848.0,1.0,94.4,93.5,93.5
E06000023,"Bristol, City of",ltla,2021-10-05,80_84,8170.0,7714.0,2.0,7782.0,1.0,7714.0,2.0,95.3,94.4,94.4
E06000023,"Bristol, City of",ltla,2021-10-05,85_89,5082.0,4787.0,0.0,4843.0,0.0,4787.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-05,90+,2911.0,2742.0,0.0,2773.0,1.0,2742.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-04,12_15,21429.0,30.0,0.0,1155.0,8.0,30.0,0.0,5.4,0.1,0.1
E06000023,"Bristol, City of",ltla,2021-10-04,16_17,10246.0,1646.0,8.0,5417.0,17.0,1646.0,8.0,52.9,16.1,16.1
E06000023,"Bristol, City of",ltla,2021-10-04,18_24,64118.0,36315.0,146.0,43839.0,38.0,36315.0,146.0,68.4,56.6,56.6
E06000023,"Bristol, City of",ltla,2021-10-04,25_29,53733.0,31623.0,91.0,36122.0,31.0,31623.0,91.0,67.2,58.9,58.9
E06000023,"Bristol, City of",ltla,2021-10-04,30_34,53347.0,33184.0,70.0,36923.0,28.0,33184.0,70.0,69.2,62.2,62.2
E06000023,"Bristol, City of",ltla,2021-10-04,35_39,46028.0,29948.0,52.0,32690.0,12.0,29948.0,52.0,71.0,65.1,65.1
E06000023,"Bristol, City of",ltla,2021-10-04,40_44,37477.0,26272.0,16.0,27952.0,4.0,26272.0,16.0,74.6,70.1,70.1
E06000023,"Bristol, City of",ltla,2021-10-04,45_49,31558.0,23782.0,8.0,25057.0,5.0,23782.0,8.0,79.4,75.4,75.4
E06000023,"Bristol, City of",ltla,2021-10-04,50_54,29502.0,23914.0,9.0,24811.0,1.0,23914.0,9.0,84.1,81.1,81.1
E06000023,"Bristol, City of",ltla,2021-10-04,55_59,27535.0,23096.0,6.0,23857.0,1.0,23096.0,6.0,86.6,83.9,83.9
E06000023,"Bristol, City of",ltla,2021-10-04,60_64,22133.0,19109.0,2.0,19722.0,0.0,19109.0,2.0,89.1,86.3,86.3
E06000023,"Bristol, City of",ltla,2021-10-04,65_69,17964.0,16091.0,1.0,16377.0,1.0,16091.0,1.0,91.2,89.6,89.6
E06000023,"Bristol, City of",ltla,2021-10-04,70_74,16541.0,15304.0,1.0,15472.0,1.0,15304.0,1.0,93.5,92.5,92.5
E06000023,"Bristol, City of",ltla,2021-10-04,75_79,11597.0,10847.0,0.0,10952.0,0.0,10847.0,0.0,94.4,93.5,93.5
E06000023,"Bristol, City of",ltla,2021-10-04,80_84,8170.0,7712.0,0.0,7781.0,0.0,7712.0,0.0,95.2,94.4,94.4
E06000023,"Bristol, City of",ltla,2021-10-04,85_89,5082.0,4787.0,0.0,4843.0,0.0,4787.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-04,90+,2911.0,2742.0,0.0,2772.0,0.0,2742.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-03,12_15,21429.0,30.0,0.0,1147.0,6.0,30.0,0.0,5.4,0.1,0.1
E06000023,"Bristol, City of",ltla,2021-10-03,16_17,10246.0,1638.0,11.0,5400.0,14.0,1638.0,11.0,52.7,16.0,16.0
E06000023,"Bristol, City of",ltla,2021-10-03,18_24,64118.0,36169.0,79.0,43801.0,12.0,36169.0,79.0,68.3,56.4,56.4
E06000023,"Bristol, City of",ltla,2021-10-03,25_29,53733.0,31532.0,36.0,36091.0,11.0,31532.0,36.0,67.2,58.7,58.7
E06000023,"Bristol, City of",ltla,2021-10-03,30_34,53347.0,33114.0,33.0,36895.0,2.0,33114.0,33.0,69.2,62.1,62.1
E06000023,"Bristol, City of",ltla,2021-10-03,35_39,46028.0,29896.0,18.0,32678.0,5.0,29896.0,18.0,71.0,65.0,65.0
E06000023,"Bristol, City of",ltla,2021-10-03,40_44,37477.0,26256.0,10.0,27948.0,6.0,26256.0,10.0,74.6,70.1,70.1
E06000023,"Bristol, City of",ltla,2021-10-03,45_49,31558.0,23774.0,11.0,25052.0,4.0,23774.0,11.0,79.4,75.3,75.3
E06000023,"Bristol, City of",ltla,2021-10-03,50_54,29502.0,23905.0,4.0,24810.0,1.0,23905.0,4.0,84.1,81.0,81.0
E06000023,"Bristol, City of",ltla,2021-10-03,55_59,27535.0,23090.0,1.0,23856.0,0.0,23090.0,1.0,86.6,83.9,83.9
E06000023,"Bristol, City of",ltla,2021-10-03,60_64,22133.0,19107.0,1.0,19722.0,1.0,19107.0,1.0,89.1,86.3,86.3
E06000023,"Bristol, City of",ltla,2021-10-03,65_69,17964.0,16090.0,1.0,16376.0,1.0,16090.0,1.0,91.2,89.6,89.6
E06000023,"Bristol, City of",ltla,2021-10-03,70_74,16541.0,15303.0,1.0,15471.0,0.0,15303.0,1.0,93.5,92.5,92.5
E06000023,"Bristol, City of",ltla,2021-10-03,75_79,11597.0,10847.0,0.0,10952.0,0.0,10847.0,0.0,94.4,93.5,93.5
E06000023,"Bristol, City of",ltla,2021-10-03,80_84,8170.0,7712.0,0.0,7781.0,0.0,7712.0,0.0,95.2,94.4,94.4
E06000023,"Bristol, City of",ltla,2021-10-03,85_89,5082.0,4787.0,0.0,4843.0,0.0,4787.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-03,90+,2911.0,2742.0,0.0,2772.0,0.0,2742.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-02,12_15,21429.0,30.0,0.0,1141.0,45.0,30.0,0.0,5.3,0.1,0.1
E06000023,"Bristol, City of",ltla,2021-10-02,16_17,10246.0,1627.0,28.0,5386.0,61.0,1627.0,28.0,52.6,15.9,15.9
E06000023,"Bristol, City of",ltla,2021-10-02,18_24,64118.0,36090.0,181.0,43789.0,53.0,36090.0,181.0,68.3,56.3,56.3
E06000023,"Bristol, City of",ltla,2021-10-02,25_29,53733.0,31496.0,114.0,36080.0,41.0,31496.0,114.0,67.1,58.6,58.6
E06000023,"Bristol, City of",ltla,2021-10-02,30_34,53347.0,33081.0,78.0,36893.0,22.0,33081.0,78.0,69.2,62.0,62.0
E06000023,"Bristol, City of",ltla,2021-10-02,35_39,46028.0,29878.0,46.0,32673.0,13.0,29878.0,46.0,71.0,64.9,64.9
E06000023,"Bristol, City of",ltla,2021-10-02,40_44,37477.0,26246.0,11.0,27942.0,7.0,26246.0,11.0,74.6,70.0,70.0
E06000023,"Bristol, City of",ltla,2021-10-02,45_49,31558.0,23763.0,10.0,25048.0,7.0,23763.0,10.0,79.4,75.3,75.3
E06000023,"Bristol, City of",ltla,2021-10-02,50_54,29502.0,23901.0,10.0,24809.0,4.0,23901.0,10.0,84.1,81.0,81.0
E06000023,"Bristol, City of",ltla,2021-10-02,55_59,27535.0,23089.0,7.0,23856.0,1.0,23089.0,7.0,86.6,83.9,83.9
E06000023,"Bristol, City of",ltla,2021-10-02,60_64,22133.0,19106.0,1.0,19721.0,0.0,19106.0,1.0,89.1,86.3,86.3
E06000023,"Bristol, City of",ltla,2021-10-02,65_69,17964.0,16089.0,3.0,16375.0,3.0,16089.0,3.0,91.2,89.6,89.6
E06000023,"Bristol, City of",ltla,2021-10-02,70_74,16541.0,15302.0,0.0,15471.0,1.0,15302.0,0.0,93.5,92.5,92.5
E06000023,"Bristol, City of",ltla,2021-10-02,75_79,11597.0,10847.0,0.0,10952.0,0.0,10847.0,0.0,94.4,93.5,93.5
E06000023,"Bristol, City of",ltla,2021-10-02,80_84,8170.0,7712.0,1.0,7781.0,0.0,7712.0,1.0,95.2,94.4,94.4
E06000023,"Bristol, City of",ltla,2021-10-02,85_89,5082.0,4787.0,1.0,4843.0,0.0,4787.0,1.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-02,90+,2911.0,2742.0,0.0,2772.0,0.0,2742.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-01,12_15,21429.0,30.0,0.0,1096.0,8.0,30.0,0.0,5.1,0.1,0.1
E06000023,"Bristol, City of",ltla,2021-10-01,16_17,10246.0,1599.0,6.0,5325.0,13.0,1599.0,6.0,52.0,15.6,15.6
E06000023,"Bristol, City of",ltla,2021-10-01,18_24,64118.0,35909.0,58.0,43736.0,16.0,35909.0,58.0,68.2,56.0,56.0
E06000023,"Bristol, City of",ltla,2021-10-01,25_29,53733.0,31382.0,35.0,36039.0,11.0,31382.0,35.0,67.1,58.4,58.4
E06000023,"Bristol, City of",ltla,2021-10-01,30_34,53347.0,33003.0,21.0,36871.0,20.0,33003.0,21.0,69.1,61.9,61.9
E06000023,"Bristol, City of",ltla,2021-10-01,35_39,46028.0,29832.0,29.0,32660.0,10.0,29832.0,29.0,71.0,64.8,64.8
E06000023,"Bristol, City of",ltla,2021-10-01,40_44,37477.0,26235.0,3.0,27935.0,6.0,26235.0,3.0,74.5,70.0,70.0
E06000023,"Bristol, City of",ltla,2021-10-01,45_49,31558.0,23753.0,7.0,25041.0,2.0,23753.0,7.0,79.3,75.3,75.3
E06000023,"Bristol, City of",ltla,2021-10-01,50_54,29502.0,23891.0,1.0,24805.0,8.0,23891.0,1.0,84.1,81.0,81.0
E06000023,"Bristol, City of",ltla,2021-10-01,55_59,27535.0,23082.0,1.0,23855.0,2.0,23082.0,1.0,86.6,83.8,83.8
E06000023,"Bristol, City of",ltla,2021-10-01,60_64,22133.0,19105.0,2.0,19721.0,0.0,19105.0,2.0,89.1,86.3,86.3
E06000023,"Bristol, City of",ltla,2021-10-01,65_69,17964.0,16086.0,0.0,16372.0,2.0,16086.0,0.0,91.1,89.5,89.5
E06000023,"Bristol, City of",ltla,2021-10-01,70_74,16541.0,15302.0,0.0,15470.0,2.0,15302.0,0.0,93.5,92.5,92.5
E06000023,"Bristol, City of",ltla,2021-10-01,75_79,11597.0,10847.0,0.0,10952.0,1.0,10847.0,0.0,94.4,93.5,93.5
E06000023,"Bristol, City of",ltla,2021-10-01,80_84,8170.0,7711.0,1.0,7781.0,0.0,7711.0,1.0,95.2,94.4,94.4
E06000023,"Bristol, City of",ltla,2021-10-01,85_89,5082.0,4786.0,0.0,4843.0,0.0,4786.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-10-01,90+,2911.0,2742.0,0.0,2772.0,0.0,2742.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-09-30,12_15,21429.0,30.0,0.0,1088.0,4.0,30.0,0.0,5.1,0.1,0.1
E06000023,"Bristol, City of",ltla,2021-09-30,16_17,10246.0,1593.0,9.0,5312.0,11.0,1593.0,9.0,51.8,15.5,15.5
E06000023,"Bristol, City of",ltla,2021-09-30,18_24,64118.0,35851.0,111.0,43720.0,43.0,35851.0,111.0,68.2,55.9,55.9
E06000023,"Bristol, City of",ltla,2021-09-30,25_29,53733.0,31347.0,40.0,36028.0,22.0,31347.0,40.0,67.1,58.3,58.3
E06000023,"Bristol, City of",ltla,2021-09-30,30_34,53347.0,32982.0,52.0,36851.0,24.0,32982.0,52.0,69.1,61.8,61.8
E06000023,"Bristol, City of",ltla,2021-09-30,35_39,46028.0,29803.0,32.0,32650.0,14.0,29803.0,32.0,70.9,64.7,64.7
E06000023,"Bristol, City of",ltla,2021-09-30,40_44,37477.0,26232.0,16.0,27929.0,3.0,26232.0,16.0,74.5,70.0,70.0
E06000023,"Bristol, City of",ltla,2021-09-30,45_49,31558.0,23746.0,11.0,25039.0,5.0,23746.0,11.0,79.3,75.2,75.2
E06000023,"Bristol, City of",ltla,2021-09-30,50_54,29502.0,23890.0,2.0,24797.0,2.0,23890.0,2.0,84.1,81.0,81.0
E06000023,"Bristol, City of",ltla,2021-09-30,55_59,27535.0,23081.0,1.0,23853.0,1.0,23081.0,1.0,86.6,83.8,83.8
E06000023,"Bristol, City of",ltla,2021-09-30,60_64,22133.0,19103.0,5.0,19721.0,1.0,19103.0,5.0,89.1,86.3,86.3
E06000023,"Bristol, City of",ltla,2021-09-30,65_69,17964.0,16086.0,2.0,16370.0,0.0,16086.0,2.0,91.1,89.5,89.5
E06000023,"Bristol, City of",ltla,2021-09-30,70_74,16541.0,15302.0,2.0,15468.0,0.0,15302.0,2.0,93.5,92.5,92.5
E06000023,"Bristol, City of",ltla,2021-09-30,75_79,11597.0,10847.0,0.0,10951.0,2.0,10847.0,0.0,94.4,93.5,93.5
E06000023,"Bristol, City of",ltla,2021-09-30,80_84,8170.0,7710.0,4.0,7781.0,0.0,7710.0,4.0,95.2,94.4,94.4
E06000023,"Bristol, City of",ltla,2021-09-30,85_89,5082.0,4786.0,0.0,4843.0,0.0,4786.0,0.0,95.3,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-09-30,90+,2911.0,2742.0,0.0,2772.0,0.0,2742.0,0.0,95.2,94.2,94.2
E06000023,"Bristol, City of",ltla,2021-09-29,12_15,21429.0,30.0,0.0,1084.0,10.0,30.0,0.0,5.1,0.1,0.1
